City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
350,Rio Gallegos,AR,-51.6226,-69.2181,42.85,65,0,18.41,clear sky
351,Lakselv,NO,70.0513,24.9718,60.62,77,75,11.5,broken clouds
352,Enshi,CN,30.3,109.4833,87.46,71,100,1.54,overcast clouds
353,Kindu,CD,-2.95,25.95,69.4,87,53,0.94,broken clouds
354,Penzance,GB,50.1186,-5.5371,56.41,89,1,10.22,clear sky
355,Karla,EE,59.3723,24.9275,62.56,85,75,8.05,broken clouds
356,Araouane,ML,18.9048,-3.5265,91.26,39,11,11.92,few clouds
357,Liverpool,GB,53.4106,-2.9779,60.82,84,90,3.0,overcast clouds
358,Rawson,AR,-43.3002,-65.1023,47.97,38,5,5.91,clear sky
359,Muisne,EC,0.6,-80.0333,74.26,86,100,9.6,overcast clouds
360,Chesma,RU,53.8111,60.6533,69.57,42,56,5.68,broken clouds
361,Zhigalovo,RU,54.8097,105.1578,79.38,29,34,1.97,scattered clouds
362,Dovers,VC,12.8833,-61.1833,80.56,79,100,7.65,overcast clouds
363,Sao Geraldo Do Araguaia,BR,-6.4006,-48.555,72.95,43,0,1.66,clear sky
364,Tutoia,BR,-2.7619,-42.2744,77.65,88,11,11.39,few clouds
365,Qaqortoq,GL,60.7167,-46.0333,43.95,65,5,3.11,clear sky
366,Flin Flon,CA,54.7682,-101.865,56.59,85,90,6.11,overcast clouds
367,Huron,US,41.1501,-82.5499,73.81,91,9,10.63,clear sky
368,Kalmunai,LK,7.4167,81.8167,88.18,54,98,2.1,overcast clouds
369,Arraial Do Cabo,BR,-22.9661,-42.0278,68.56,86,8,22.93,clear sky
370,Tarakan,ID,3.3,117.6333,83.7,84,40,3.44,scattered clouds
371,Meulaboh,ID,4.1363,96.1285,79.16,89,91,8.46,overcast clouds
372,Karratha,AU,-20.7377,116.8463,80.74,45,13,16.49,few clouds
373,Kormilovka,RU,55.0026,74.1028,67.75,62,30,11.25,scattered clouds
374,Boysun,UZ,38.2061,67.1986,84.63,17,0,6.67,clear sky
375,Zhigansk,RU,66.7697,123.3711,70.52,45,98,18.52,overcast clouds
376,Oakdale,US,44.963,-92.9649,75.42,85,1,3.44,clear sky
377,Calvia,ES,39.5657,2.5062,76.96,55,40,6.26,scattered clouds
378,Findlay,US,41.0442,-83.6499,74.05,88,75,10.36,broken clouds
379,Zittau,DE,50.9,14.8333,63.37,92,82,4.85,broken clouds
380,Viedma,AR,-40.8135,-62.9967,38.93,48,0,11.59,clear sky
381,Maicao,CO,11.3832,-72.2432,79.54,83,14,11.68,few clouds
382,Petersburg,US,37.2279,-77.4019,79.84,88,1,3.44,clear sky
383,Mareeba,AU,-17.0,145.4333,69.48,89,73,8.05,broken clouds
384,Tilichiki,RU,60.4667,166.1,65.57,42,90,5.32,overcast clouds
385,Potiskum,NG,11.7091,11.0694,73.83,86,99,8.1,overcast clouds
386,Ust-Nera,RU,64.5667,143.2,80.73,33,65,3.67,broken clouds
387,Pingdingshan,CN,33.7385,113.3012,87.13,58,100,6.62,overcast clouds
388,Hovd,MN,48.0056,91.6419,78.55,21,90,4.7,overcast clouds
389,Kenitra,MA,34.261,-6.5802,68.85,85,13,5.44,few clouds
390,Houma,US,29.5958,-90.7195,82.0,93,40,1.01,scattered clouds
391,Novyy Buh,UA,47.6931,32.5216,73.62,50,68,14.23,broken clouds
392,Juneau,US,58.3019,-134.4197,55.45,97,90,1.01,light rain
393,Majholi,IN,23.5,79.9167,79.84,77,78,16.2,broken clouds
394,Vao,NC,-22.6667,167.4833,66.04,62,80,22.73,broken clouds
395,San Jose,US,37.3394,-121.895,70.88,75,1,10.36,clear sky
396,Lillooet,CA,50.6856,-121.942,72.32,69,100,4.94,overcast clouds
397,Howard Springs,AU,-12.497,131.047,91.31,45,31,5.12,scattered clouds
398,Port Shepstone,ZA,-30.7414,30.455,56.64,54,3,12.01,clear sky
399,Saldanha,ZA,-33.0117,17.9442,39.25,73,0,7.7,clear sky
400,Marion,US,39.7684,-86.1555,76.33,87,40,10.36,scattered clouds
401,Tomatlan,MX,19.9333,-105.25,75.09,95,99,4.54,overcast clouds
402,Kalevala,RU,65.2,31.1667,61.38,91,89,6.26,overcast clouds
403,Calabozo,VE,8.9242,-67.4293,72.28,98,84,3.6,broken clouds
404,Kota Kinabalu,MY,5.9749,116.0724,85.98,70,20,3.44,few clouds
405,Kruisfontein,ZA,-34.0033,24.7314,45.19,65,4,6.71,clear sky
406,Lebu,CL,-37.6167,-73.65,46.26,87,4,16.96,clear sky
407,Hofn,IS,64.2539,-15.2082,52.3,79,24,2.93,few clouds
408,Sterling,US,39.0062,-77.4286,79.59,86,90,1.01,overcast clouds
409,Yulara,AU,-25.2406,130.9889,80.44,9,0,14.97,clear sky
410,Xai-Xai,MZ,-25.0519,33.6442,67.33,68,19,20.22,few clouds
411,Necochea,AR,-38.5473,-58.7368,37.98,74,87,4.05,overcast clouds
412,Floro,NO,61.5996,5.0328,59.07,94,75,6.91,light rain
413,Basi,IN,26.8333,76.0333,86.34,58,94,16.22,overcast clouds
414,Xining,CN,36.6167,101.7667,66.04,60,99,3.76,overcast clouds
415,Soskovo,RU,52.7475,35.3828,68.27,62,100,4.23,overcast clouds
416,Boguchany,RU,58.3814,97.4531,79.83,42,20,4.32,few clouds
417,Lahad Datu,MY,5.0268,118.327,86.0,62,75,6.06,moderate rain
418,Sisimiut,GL,66.9395,-53.6735,47.88,63,98,15.1,overcast clouds
419,Yumen,CN,40.2833,97.2,81.25,23,98,17.85,overcast clouds
420,Bundaberg,AU,-24.85,152.35,73.22,53,90,4.0,overcast clouds
421,Bose,IT,45.4612,8.0137,67.28,78,24,4.9,few clouds
422,Vestmannaeyjar,IS,63.4427,-20.2734,52.88,90,79,18.86,broken clouds
423,Turtas,RU,58.9417,69.1325,58.55,94,100,7.29,overcast clouds
424,Opuwo,NA,-18.0607,13.84,57.58,24,3,4.34,clear sky
425,Nang Rong,TH,14.6377,102.7914,91.81,52,100,7.23,overcast clouds
426,Mitu,CO,1.1983,-70.1733,75.72,83,93,0.31,overcast clouds
427,Puerto Colombia,CO,10.9878,-74.9547,80.69,82,4,20.22,clear sky
428,Paracatu,BR,-17.2222,-46.8747,63.66,54,95,3.27,overcast clouds
429,Hervey Bay,AU,-25.2986,152.8535,73.04,59,68,14.58,broken clouds
430,Jiujiang,CN,29.7333,115.9833,86.85,76,100,6.02,overcast clouds
431,Vilhena,BR,-12.7406,-60.1458,70.36,49,79,2.08,broken clouds
432,Prince Rupert,CA,54.3161,-130.3201,57.29,88,90,2.3,light rain
433,Boden,SE,65.8252,21.6886,59.0,93,91,1.23,overcast clouds
434,Kattivakkam,IN,13.2167,80.3167,86.09,56,73,6.26,light rain
435,Gravdal,NO,68.1214,13.5031,58.68,100,75,4.61,light rain
436,Kloulklubed,PW,7.0419,134.2556,84.34,69,37,7.58,scattered clouds
437,Madera,US,37.1666,-119.8343,87.71,31,0,5.66,clear sky
438,Kemijarvi,FI,66.7131,27.4306,57.25,96,100,4.25,overcast clouds
439,Batagay,RU,67.6333,134.6333,85.33,20,75,2.77,broken clouds
440,Xinzhou,CN,38.4092,112.7333,86.95,29,33,8.12,scattered clouds
441,Uige,AO,-7.6087,15.0613,61.68,95,32,2.95,scattered clouds
442,Vila,PT,42.0304,-8.1588,53.33,91,0,3.42,clear sky
443,Pindi Gheb,PK,33.2402,72.2661,95.22,45,17,7.99,few clouds
444,Vieira De Leiria,PT,39.8695,-8.9324,63.3,94,75,2.3,broken clouds
445,Dali,CN,25.7,100.1833,66.31,93,100,1.66,overcast clouds
446,Puerto Madryn,AR,-42.7692,-65.0385,49.62,39,2,4.56,clear sky
447,Itarema,BR,-2.9248,-39.9167,78.82,77,6,15.17,clear sky
448,Aripuana,BR,-9.1667,-60.6333,74.1,49,5,3.0,clear sky
449,Dunedin,NZ,-45.8742,170.5036,53.8,65,81,4.0,light rain
450,Youghal,IE,51.95,-7.8506,56.41,100,7,7.23,clear sky
451,Ilebo,CD,-4.3167,20.5833,68.56,75,0,0.49,clear sky
452,Hattiesburg,US,31.3271,-89.2903,79.09,93,1,3.44,clear sky
453,Rodrigues Alves,BR,-7.738,-72.6509,75.65,65,8,1.77,clear sky
454,Matara,LK,5.9485,80.5353,83.55,72,96,14.12,overcast clouds
455,Fulton,US,33.7668,-84.4499,77.5,91,1,0.0,clear sky
456,Shingu,JP,33.7333,135.9833,90.59,45,0,9.1,clear sky
457,Aklavik,CA,68.2191,-135.0107,48.92,74,99,4.9,overcast clouds
458,Rafaela,AR,-31.2503,-61.4867,41.05,66,45,4.0,scattered clouds
459,Northam,GB,51.0333,-4.2167,60.15,96,4,6.62,clear sky
460,Sakakah,SA,29.9697,40.2064,80.17,16,0,3.91,clear sky
461,Marawi,PH,7.9986,124.2928,80.22,66,100,3.0,overcast clouds
462,Makakilo City,US,21.3469,-158.0858,82.72,56,1,9.22,clear sky
463,Ostrovnoy,RU,68.0531,39.5131,57.29,89,100,10.09,overcast clouds
464,Bosconia,CO,9.9689,-73.8836,76.59,79,37,1.68,scattered clouds
465,Eyl,SO,7.9803,49.8164,79.81,65,42,24.61,scattered clouds
466,Sohagpur,IN,22.7,78.2,81.46,80,95,11.16,overcast clouds
467,Coruripe,BR,-10.1256,-36.1756,72.7,89,85,7.23,overcast clouds
468,Grimmen,DE,54.1121,13.0405,55.76,91,69,6.76,broken clouds
469,Saint Anthony,US,45.0205,-93.218,75.92,83,1,1.01,clear sky
470,Praia,CV,14.9215,-23.5087,77.54,83,75,17.27,broken clouds
471,Batsfjord,NO,70.6345,29.7185,62.53,71,85,7.02,overcast clouds
472,Vilyuysk,RU,63.7553,121.6247,82.13,44,86,6.71,overcast clouds
473,Gamba,GA,-2.65,10.0,71.94,88,65,2.95,broken clouds
474,Waitati,NZ,-45.75,170.5667,53.8,65,76,10.09,light rain
475,Iqaluit,CA,63.7506,-68.5145,44.33,76,75,4.61,broken clouds
476,Fiditi,NG,7.7136,3.9172,69.53,99,100,3.6,overcast clouds
477,Schenectady,US,42.8334,-74.0829,69.71,86,10,3.87,clear sky
478,Samarai,PG,-10.6167,150.6667,78.53,86,14,16.24,few clouds
479,Polson,US,47.6936,-114.1632,64.54,55,3,1.97,clear sky
480,Divnogorsk,RU,55.9594,92.3619,64.89,43,29,8.14,scattered clouds
481,Moose Factory,CA,51.2585,-80.6094,57.2,94,90,5.75,heavy intensity rain
482,Orlik,RU,52.5178,99.825,70.03,45,98,1.52,overcast clouds
483,Taoudenni,ML,22.6783,-3.9836,92.35,24,2,2.06,clear sky
484,Mancio Lima,BR,-7.6142,-72.8958,75.34,67,5,1.77,clear sky
485,Januaria,BR,-15.4833,-44.3667,67.1,73,42,5.66,scattered clouds
486,Nouadhibou,MR,20.931,-17.0347,69.78,83,0,18.41,clear sky
487,Lasa,IT,46.6166,10.7002,58.08,80,55,2.37,broken clouds
488,Nabire,ID,-3.3667,135.4833,77.83,89,100,3.67,overcast clouds
489,Baruun-Urt,MN,46.6806,113.2792,69.15,51,55,10.76,broken clouds
490,Hargeysa,SO,9.56,44.065,72.66,51,67,29.39,broken clouds
491,Ishigaki,JP,24.3448,124.1572,87.93,84,75,14.97,broken clouds
492,Saint Pete Beach,US,27.7253,-82.7412,81.05,81,100,1.99,overcast clouds
493,Beloha,MG,-25.1667,45.05,65.66,77,0,3.96,clear sky
494,Bac Lieu,VN,9.285,105.7244,89.13,62,68,14.94,broken clouds
495,Villa Carlos Paz,AR,-31.4241,-64.4978,34.25,72,8,4.0,clear sky
496,Jerusalem,IL,31.769,35.2163,72.23,81,0,3.0,clear sky
497,Letterkenny,IE,54.95,-7.7333,55.69,87,89,3.4,overcast clouds
498,Edgewater,US,28.9889,-80.9023,82.0,89,81,5.68,broken clouds
499,Kitimat,CA,54.0524,-128.6534,62.98,88,100,1.01,light rain
500,Khandyga,RU,62.6667,135.6,85.59,27,23,4.25,few clouds
501,Gladstone,AU,-23.85,151.25,71.53,53,90,20.71,overcast clouds
502,Kerman,IR,30.2832,57.0788,76.86,18,0,4.61,clear sky
503,Esmeraldas,BR,-19.7625,-44.3139,63.46,80,52,3.36,broken clouds
504,Salalah,OM,17.0151,54.0924,76.57,92,100,9.75,overcast clouds
505,Atasu,KZ,48.6814,71.6433,73.45,46,57,13.35,broken clouds
506,Gasan,PH,13.3237,121.8467,80.11,85,100,9.89,overcast clouds
507,Sept-Iles,CA,50.2001,-66.3821,57.72,95,90,2.3,overcast clouds
508,Ardakan,IR,32.31,54.0175,86.38,10,0,5.61,clear sky
509,Sergeyevka,KZ,53.88,67.4158,64.02,64,90,13.31,overcast clouds
510,Kiunga,PG,-6.1219,141.2906,87.55,60,85,2.8,overcast clouds
511,Udachnyy,RU,66.4167,112.4,69.67,46,50,5.86,scattered clouds
512,Khowst,AF,33.3833,69.8833,84.67,40,0,4.18,clear sky
513,Ussel,FR,45.55,2.3167,55.08,92,67,1.01,broken clouds
514,Ciudad Bolivar,VE,8.1222,-63.5497,74.19,90,75,4.5,broken clouds
515,Peleduy,RU,59.6289,112.7406,74.5,43,84,2.84,broken clouds
516,Lagoa,PT,39.05,-27.9833,70.56,84,42,8.5,scattered clouds
517,Kaeo,NZ,-35.1,173.7833,57.33,68,26,7.92,scattered clouds
518,Marsa Matruh,EG,31.3525,27.2453,75.4,83,0,10.36,clear sky
519,Touros,BR,-5.1989,-35.4608,74.3,85,32,12.28,scattered clouds
520,Victor Harbor,AU,-35.5667,138.6167,69.46,47,63,21.7,broken clouds
521,Glens Falls,US,43.3095,-73.644,73.27,91,28,2.28,scattered clouds
522,Chapais,CA,49.7834,-74.8492,65.98,98,100,5.44,overcast clouds
523,Gwadar,PK,25.1216,62.3254,81.09,78,100,6.58,overcast clouds
524,Jelenia Gora,PL,50.8997,15.729,57.56,77,60,3.18,broken clouds
525,Puerto Carreno,CO,6.189,-67.4859,77.0,88,100,4.23,overcast clouds
526,Catuday,PH,16.2923,119.8062,82.94,74,100,9.35,overcast clouds
527,Ciulnita,RO,44.5333,27.35,74.8,60,34,9.44,scattered clouds
528,Ixtapa,MX,20.7,-105.2,80.22,91,100,1.01,overcast clouds
529,Dwarka,IN,22.2394,68.9678,82.58,71,100,13.58,overcast clouds
530,Khash,IR,28.2211,61.2158,90.16,8,0,13.02,clear sky
531,Kaa-Khem,RU,51.6833,94.7333,76.62,49,10,2.24,clear sky
532,Mackenzie,CA,55.2999,-123.1698,64.62,42,1,13.8,clear sky
533,Binzhou,CN,37.3667,118.0167,83.41,73,98,1.23,light rain
534,Uray,RU,60.1247,64.7758,55.76,82,99,10.13,overcast clouds
535,Mogadishu,SO,2.0371,45.3438,76.87,69,40,13.8,scattered clouds
536,Nekhayevskiy,RU,50.4106,41.7561,86.18,18,93,13.11,moderate rain
537,Coahuayana,MX,18.7333,-103.6833,75.76,95,100,3.06,overcast clouds
538,Sao Filipe,CV,14.8961,-24.4956,77.0,85,95,9.95,overcast clouds
539,Havre-Saint-Pierre,CA,50.2334,-63.5986,59.36,82,90,3.44,overcast clouds
540,Dubrovka,RU,53.6907,33.5071,66.18,72,13,7.56,few clouds
541,Shakawe,BW,-18.3667,21.85,52.09,31,0,6.38,clear sky
542,Xapuri,BR,-10.6517,-68.5044,74.16,51,0,1.45,clear sky
543,Roma,US,43.2128,-75.4557,75.06,83,1,6.91,clear sky
544,Winton,US,37.3894,-120.6133,84.45,38,1,6.91,clear sky
545,Otavi,NA,-19.65,17.3333,53.13,29,4,14.36,clear sky
546,Palauig,PH,15.435,119.9045,83.82,78,100,8.41,moderate rain
547,San Jeronimo,PE,-11.9472,-75.2829,47.32,74,44,3.65,scattered clouds
548,Deputatskiy,RU,69.3,139.9,77.61,27,42,4.05,scattered clouds
549,Saint-Pierre,RE,-21.3393,55.4781,73.29,72,75,3.44,broken clouds
550,Mazatlan,MX,23.2167,-106.4167,85.91,78,89,1.99,overcast clouds
551,Mwaya,TZ,-9.55,33.95,67.71,62,18,2.73,few clouds
552,Barbate,ES,36.1924,-5.9219,73.58,88,98,8.86,overcast clouds
553,Eureka,US,40.8021,-124.1637,57.36,79,2,1.12,clear sky
554,San Rafael Del Sur,NI,11.8485,-86.4384,76.17,77,63,9.15,broken clouds
555,Taft,IR,31.7471,54.2088,80.55,14,0,2.3,clear sky
556,La Palma,US,33.8464,-118.0467,80.35,79,1,1.99,clear sky
557,Amapa,BR,1.0,-52.0,69.94,98,15,0.81,few clouds
558,Peterborough,GB,52.5736,-0.2478,57.15,94,90,6.91,overcast clouds
559,Bariadi,TZ,-2.8,33.9833,70.25,61,100,2.51,overcast clouds
560,Niteroi,BR,-22.8833,-43.1036,64.06,88,0,3.44,clear sky
561,Kavaratti,IN,10.5669,72.642,81.77,78,100,17.76,moderate rain
562,Praia Da Vitoria,PT,38.7333,-27.0667,71.85,83,75,5.95,broken clouds
563,Linxia,CN,35.6003,103.2064,70.18,48,98,7.23,overcast clouds
564,Tiarei,PF,-17.5333,-149.3333,78.82,82,36,17.96,light rain
565,Alekseyevsk,RU,57.8406,108.3492,76.53,32,69,4.9,broken clouds
566,Gat,IL,31.61,34.7642,79.92,67,0,0.67,clear sky
567,Parabel,RU,58.6978,81.4825,72.9,56,92,4.47,overcast clouds
568,Griffith,US,41.5284,-87.4237,78.75,94,90,4.0,moderate rain
569,Olafsvik,IS,64.8945,-23.7142,56.01,77,95,8.55,overcast clouds
570,Kailua,US,21.4022,-157.7394,84.18,66,40,9.22,scattered clouds
571,Iwanai,JP,42.9744,140.5089,61.59,97,100,9.44,moderate rain
572,Tecoanapa,MX,16.5167,-98.75,76.57,90,96,6.22,overcast clouds
573,Nome,US,64.5011,-165.4064,59.16,59,75,8.05,broken clouds
574,Partizanskoye,RU,55.5006,94.39,71.76,66,8,8.03,clear sky
575,Putai,FR,46.6579,1.9863,53.19,81,1,3.67,clear sky
576,Fort Nelson,CA,58.8053,-122.7002,60.39,51,20,13.8,few clouds
577,Riyadh,SA,24.6877,46.7219,93.25,10,0,5.75,clear sky
578,Senno,RU,59.5336,33.9167,64.4,77,65,1.88,broken clouds
579,Vrangel,RU,42.7297,133.0839,66.43,80,100,6.13,overcast clouds
580,Kargasok,RU,59.0556,80.8572,71.76,56,88,3.42,overcast clouds
581,Yatou,CN,37.15,122.3833,86.29,58,31,10.87,light rain
582,Anzio,IT,41.4853,12.6179,79.45,71,6,6.35,clear sky
583,Constitucion,CL,-35.3333,-72.4167,48.42,76,0,4.85,clear sky
584,Jabinyanah,TN,35.035,10.9081,78.6,71,0,5.41,clear sky
585,Babstovo,RU,48.1167,132.4833,68.22,54,85,15.05,overcast clouds
586,Rebrikha,RU,53.0733,82.3408,67.64,71,100,12.46,overcast clouds
587,Inhambane,MZ,-23.865,35.3833,69.69,81,64,20.94,light rain
588,Kenai,US,60.5544,-151.2583,54.03,82,90,6.91,light rain
589,Key West,US,24.5557,-81.7826,87.8,68,20,13.8,few clouds
590,Paamiut,GL,61.994,-49.6678,44.19,71,98,2.35,overcast clouds
591,Berlevag,NO,70.8578,29.0864,62.55,63,0,5.75,clear sky
592,Thomaston,US,32.8882,-84.3266,79.07,89,1,1.01,clear sky
593,Sanming,CN,26.2486,117.6186,88.99,71,100,2.57,overcast clouds
594,Mosalsk,RU,54.4881,34.9817,68.86,75,24,7.67,few clouds
595,Guiyang,CN,26.5833,106.7167,82.89,61,75,6.71,broken clouds
596,El Mante,MX,22.7333,-98.9667,82.02,91,0,2.77,clear sky
597,Nizhniy Lomov,RU,53.5304,43.6766,73.31,57,100,6.6,light rain
598,Raudeberg,NO,61.9875,5.1352,59.2,94,100,5.66,overcast clouds
599,Rozhdestveno,RU,53.2375,50.0597,77.99,26,84,0.47,broken clouds
600,Mollendo,PE,-17.0231,-72.0147,57.9,88,86,7.58,overcast clouds
601,Mut,TR,36.6439,33.4389,80.26,41,0,13.58,clear sky
602,Gol,NO,60.7014,8.9457,59.95,96,38,0.69,scattered clouds
603,Orodara,BF,10.9492,-4.9342,71.98,95,84,4.61,light rain
604,Maragogi,BR,-9.0122,-35.2225,73.13,92,71,7.96,broken clouds
605,Alice Springs,AU,-23.7,133.8833,80.15,12,0,12.66,clear sky
606,Hammerfest,NO,70.6634,23.6821,61.25,77,40,6.91,scattered clouds
607,Chicama,PE,-7.8447,-79.1469,61.34,86,11,5.48,few clouds
608,Bentiu,SS,9.2333,29.8333,72.34,95,51,4.14,moderate rain
609,Elk River,US,45.3038,-93.5672,76.08,84,0,7.78,clear sky
610,Seoul,KR,37.5683,126.9778,89.17,50,40,9.22,scattered clouds
611,Kirkenes,NO,69.7271,30.0458,61.75,72,0,10.36,clear sky
612,Gambela,ET,8.25,34.5833,71.22,94,100,3.02,overcast clouds
613,Nelson Bay,AU,-32.7167,152.15,71.78,57,5,1.01,clear sky
614,Fernley,US,39.608,-119.2518,83.26,15,3,1.01,clear sky
615,Fort Walton Beach,US,30.4058,-86.6188,84.22,87,1,0.0,clear sky
616,Verkhnevilyuysk,RU,63.4453,120.3167,73.45,67,99,4.34,overcast clouds
617,Winnemucca,US,40.973,-117.7357,76.1,25,75,0.0,haze
618,Washougal,US,45.5826,-122.3534,77.43,62,18,1.99,few clouds
619,Barcarena,BR,-1.5058,-48.6258,75.25,84,8,4.99,clear sky
620,Bud,US,39.447,-86.1758,75.97,90,52,8.32,broken clouds
621,Sitia,GR,35.2,26.0986,80.73,66,0,17.47,clear sky
622,Lahaina,US,20.8783,-156.6825,82.15,73,26,7.67,scattered clouds
623,Clyde,US,41.3042,-82.9752,73.85,89,10,11.74,clear sky
624,Yerbogachen,RU,61.2767,108.0108,76.95,35,15,9.13,few clouds
625,Taquaritinga Do Norte,BR,-7.9031,-36.0442,64.02,92,74,5.68,broken clouds
626,Oktyabrskiy,RU,54.4815,53.471,78.33,36,98,5.03,overcast clouds
627,Mbeya,TZ,-8.9,33.45,57.38,63,9,3.91,clear sky
628,Karlskrona,SE,56.1616,15.5866,52.25,80,92,3.58,overcast clouds
629,Bandar,ID,2.05,99.75,89.11,61,94,1.88,overcast clouds
630,Hay River,CA,60.8156,-115.7999,62.58,55,75,6.91,thunderstorm with light rain
631,Belyy Yar,RU,53.6039,91.3903,76.89,61,14,4.47,few clouds
632,Esna,EG,25.2934,32.554,80.62,17,0,9.48,clear sky
633,Buta,CD,2.7858,24.73,69.6,94,84,0.31,broken clouds
634,Karachi,PK,24.9056,67.0822,85.82,51,40,13.8,haze
635,San Cristobal,VE,7.7669,-72.225,64.69,98,83,2.57,broken clouds
636,Maracaibo,VE,10.6317,-71.6406,81.43,77,4,9.66,clear sky
637,Goderich,CA,43.7501,-81.7165,75.9,78,45,6.91,scattered clouds
638,Delvada,IN,20.7667,71.0333,85.41,66,100,11.39,overcast clouds
639,Hirara,JP,24.8,125.2833,88.07,79,40,16.11,scattered clouds
640,Daru,PG,-9.0763,143.2092,78.76,88,37,16.96,scattered clouds
641,San Rafael,AR,-34.6177,-68.3301,41.49,60,0,5.5,clear sky
642,Sesvete,HR,45.8311,16.1164,64.29,94,0,1.14,clear sky
643,Padang,ID,-0.9492,100.3543,84.25,76,98,5.28,overcast clouds
644,Bella Union,UY,-30.2752,-57.6007,47.77,91,100,13.44,overcast clouds
645,Upanema,BR,-5.6419,-37.2578,73.45,81,33,7.67,scattered clouds
646,Kirakira,SB,-10.4544,161.9205,82.58,73,28,8.19,scattered clouds
647,Suntar,RU,62.1444,117.6319,72.84,56,97,4.88,overcast clouds
648,Hyderabad,IN,17.3753,78.4744,85.51,75,40,5.75,scattered clouds
649,Grand Gaube,MU,-20.0064,57.6608,75.38,75,22,4.0,few clouds
650,Boralday,KZ,43.3578,76.8594,80.46,32,75,8.95,broken clouds
651,Pasinler,TR,39.9803,41.6764,59.99,59,0,3.6,clear sky
652,Noyabrsk,RU,63.1994,75.4507,62.37,65,100,15.52,overcast clouds
653,Toyooka,JP,35.5333,134.8333,80.65,83,75,5.75,broken clouds
654,Funadhoo,MV,6.15,73.2667,82.67,73,100,16.87,overcast clouds
655,Marabba,SD,12.35,32.1833,70.39,93,100,9.44,moderate rain
656,Koumac,NC,-20.5667,164.2833,71.01,56,68,13.85,broken clouds
657,Dongsheng,CN,39.8161,109.9776,76.86,24,89,13.09,overcast clouds
658,Minsk,BY,53.9,27.5667,60.55,78,9,2.82,clear sky
659,Norfolk,US,42.1668,-71.2495,69.26,95,90,4.61,overcast clouds
660,Morococha,PE,-11.5997,-76.1411,32.29,89,13,6.67,few clouds
661,Kopavogur,IS,64.1123,-21.913,53.82,82,0,6.91,clear sky
662,San Antonio,US,29.4241,-98.4936,82.15,79,1,1.99,clear sky
663,North Platte,US,41.1239,-100.7654,82.29,45,1,8.05,clear sky
664,Lukow,PL,51.929,22.3796,64.49,64,97,2.21,overcast clouds
665,Labuhan,ID,-6.8844,112.2051,87.21,59,46,5.08,scattered clouds
666,Tinaquillo,VE,9.9186,-68.3047,70.88,97,100,1.19,light rain
667,Channel-Port Aux Basques,CA,47.5702,-59.1367,57.24,88,48,6.51,scattered clouds
668,Shimanovsk,RU,52.0,127.7,68.95,55,43,4.99,scattered clouds
669,Marquette,US,46.5333,-87.6335,68.77,95,64,2.15,broken clouds
670,Port-Gentil,GA,-0.7193,8.7815,75.85,80,68,6.91,broken clouds
671,Hambantota,LK,6.1241,81.1185,88.14,66,20,14.97,few clouds
672,Lucea,JM,18.451,-78.1736,80.46,80,5,9.08,clear sky
673,Ust-Omchug,RU,61.15,149.6333,71.49,33,92,2.91,overcast clouds
674,Arlit,NE,18.7369,7.3853,85.14,45,96,1.86,overcast clouds
675,Malvern,US,34.3623,-92.813,83.95,79,3,7.25,clear sky
676,Simpang,ID,-1.2667,104.0833,90.12,56,82,4.56,broken clouds
677,Mayo,US,38.8876,-76.5119,79.95,94,1,1.99,clear sky
678,Eirunepe,BR,-6.6603,-69.8736,79.07,54,56,0.69,broken clouds
679,Rovaniemi,FI,66.5,25.7167,58.41,100,90,5.75,mist
680,Kingaroy,AU,-26.5333,151.8333,67.03,48,90,9.22,overcast clouds
681,Baker,US,30.5882,-91.1682,79.83,84,1,0.0,clear sky
682,Camana,PE,-16.6228,-72.7111,59.04,86,69,8.84,broken clouds
683,Sorong,ID,-0.8833,131.25,82.11,75,27,1.59,scattered clouds
684,Lander,US,42.833,-108.7307,72.41,17,1,8.05,clear sky
685,Santa Cruz Cabralia,BR,-16.2781,-39.0247,68.23,88,40,4.61,scattered clouds
686,Kyshtovka,RU,56.555,76.6271,63.68,83,97,8.88,overcast clouds
687,Sabang,ID,5.8933,95.3214,81.73,77,100,22.17,light rain
688,Bay Roberts,CA,47.5999,-53.2648,51.33,94,0,7.05,clear sky
689,Bria,CF,6.5423,21.9863,67.41,97,44,1.79,scattered clouds
690,Strangnas,SE,59.3774,17.0312,59.41,90,35,5.97,scattered clouds
691,Sibolga,ID,1.7427,98.7792,81.01,85,100,3.31,overcast clouds
692,Mae Hong Son,TH,19.3003,97.9685,87.94,66,40,3.44,scattered clouds
693,Yebaishou,CN,41.3975,119.6408,79.95,54,16,2.91,few clouds
694,Kukmor,RU,56.1855,50.8944,74.43,61,100,5.77,overcast clouds
695,Bubaque,GW,11.2833,-15.8333,79.09,81,100,5.86,light rain
696,Mirganj,IN,28.55,79.2,89.47,63,96,6.58,overcast clouds
697,Gritsovskiy,RU,54.1376,38.1604,72.68,57,89,6.73,overcast clouds
698,Makat,KZ,47.6469,53.3463,90.73,19,11,14.09,few clouds
699,Menongue,AO,-14.6585,17.691,52.05,36,0,4.99,clear sky
700,San Juan De Colon,VE,8.0313,-72.2605,66.65,94,66,5.59,broken clouds
